source	target	label
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0170.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0170.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0170.tif	PD-old-75	PD-old-75
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Sultan_Hassan_Moschee_vor_Zitadelle,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0192.tif	PD-old-75	PD-old-75
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0182.tif	PD-old-75	PD-old-75
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	Black and white photographs by Walter Mittelholzer	Black and white photographs by Walter Mittelholzer
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930	ETH-BIB Mittelholzer-Kilimanjaro flight 1929-1930
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Sultan_Hassan_Moschee,_Kairo-Kilimanjaroflug_1929-30-LBS_MH02-07-0188.tif	PD-old-75	PD-old-75
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Susten-Passhöhe_von_Westen,_Giglistock,_Steinengletscher_und_Steinlimigletscher-Inlandflüge-LBS_MH01-002446.tif	PD-old-75	PD-old-75
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Susten-Passhöhe,_Gasthof_zum_Stein,_Fünffingerstöcke,_Spannörter,_Meiental_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002443.tif	PD-old-75	PD-old-75
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Sustenpass,_Fünffingerstöck,_Spannort,_Meinetal_v._W._aus_4000_m-Inlandflüge-LBS_MH01-002448.tif	PD-old-75	PD-old-75
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	1923 photographs	1923 photographs
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	Amundsen's Maud Expedition 1918–1925	Amundsen's Maud Expedition 1918–1925
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	1923 photographs	1923 photographs
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	Amundsen's Maud Expedition 1918–1925	Amundsen's Maud Expedition 1918–1925
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	ETH-BIB Mittelholzer-Spitsbergen flight 1923	ETH-BIB Mittelholzer-Spitsbergen flight 1923
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Svalbard_aus_der_Luft-Spitzbergenflug_1923-LBS_MH02-01-0029-A.tif	PD-old-75	PD-old-75
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	ETH-BIB Mittelholzer-Persia flight 1924-1925	ETH-BIB Mittelholzer-Persia flight 1924-1925
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Syrische_Wüste_mit_Euphrat_aus_1200_m_Höhe-Persienflug_1924-1925-LBS_MH02-02-0027-AL-FL.tif	PD-old-75	PD-old-75
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	All media needing categories as of 2017	All media needing categories as of 2017
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	ETH-BIB Mittelholzer-Inland flights	ETH-BIB Mittelholzer-Inland flights
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	Media needing categories as of 25 February 2017	Media needing categories as of 25 February 2017
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	Media needing categories where timestamp category does not exist	Media needing categories where timestamp category does not exist
ETH-BIB-Tafelflächen_beim_Dorf_Wittnau_im_Fricktal,_Limperg,_Altenberg,_Reichberg_v._W._aus_3000_m-Inlandflüge-LBS_MH01-002706.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	Dora Baltea	Dora Baltea
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Dora_Baltea_-_St._Pierre_-_Mont_Blanc_von_O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0142.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	Dora Baltea	Dora Baltea
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Dora_Baltea_mit_Mont_Blanc-Kette_von_S.O._aus_4800_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0140.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Maurienne_-_Aiguille_de_la_Grande_Sassière_-_Grivola_-…-,_Wallis_von_S._aus_4600_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0126.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Maurienne_-_Vanoise_-_Aiguille_de_la_Grande_Sassière_-_Mt._Blanc-Matterhorn-Mittelmeerflug_1928-LBS_MH02-05-0125.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Alps of Italy	Alps of Italy
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Alps of Italy	Alps of Italy
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	ETH-BIB Mittelholzer-Various flights abroad	ETH-BIB Mittelholzer-Various flights abroad
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Stura_mit_Monte_Argentera_von_N.W.-Weitere-LBS_MH02-06-0004.tif	PD-old-75	PD-old-75
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	Aerial photographs by Walter Mittelholzer	Aerial photographs by Walter Mittelholzer
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	All media supported by Wikimedia CH	All media supported by Wikimedia CH
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	CC-PD-Mark	CC-PD-Mark
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	ETH-BIB Mittelholzer-Mediterranean flight 1928	ETH-BIB Mittelholzer-Mediterranean flight 1928
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	GWToolset Batch Upload	GWToolset Batch Upload
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	Media contributed by the ETH-Bibliothek	Media contributed by the ETH-Bibliothek
ETH-BIB-Tal_der_Torrent_-_Mont_Dauphin_-_Mt._Viso_von_W._aus_4500_m_Höhe-Mittelmeerflug_1928-LBS_MH02-05-0096.tif	PD-old-75	PD-old-75
