id	file	title	date	place	medium	dimensions	width	height	photographer
117	File:ETH-BIB-Abessinienflug, Luftaufnahme-Abessinienflug 1934-LBS MH02-22-0006.tif	Abessinienflug, Luftaufnahme	ca. 2/1934	Ort unbekannt, auf dem Weg nach Abessinien, vermutlich Griechenland oder Mazedonien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
118	File:ETH-BIB-Abessinienflug, Luftaufnahme-Abessinienflug 1934-LBS MH02-22-0007.tif	Abessinienflug, Luftaufnahme	ca. 2/1934	Ort unbekannt, auf dem Weg nach Abessinien, vermutlich Griechenland oder Mazedonien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
119	File:ETH-BIB-Abessinier an einfachem Grab-Abessinienflug 1934-LBS MH02-22-0281.tif	Abessinier an einfachem Grab	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
120	File:ETH-BIB-Abessinier auf einer Strasse, Hochplateau der Shewa-Abessinienflug 1934-LBS MH02-22-0274.tif	Bei der Ankunft noch nicht fertiggestellte Flughalle	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
121	File:ETH-BIB-Abessinier auf Terasse-Abessinienflug 1934-LBS MH02-22-0808.tif	Abessinier auf Terasse	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
122	File:ETH-BIB-Abessinier beim Aufrichten eines Daches-Abessinienflug 1934-LBS MH02-22-0653.tif	Abessinier beim Aufrichten eines Daches	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
123	File:ETH-BIB-Abessinier beim Essen-Abessinienflug 1934-LBS MH02-22-0759.tif	Umgebung von Madrid mit Guadarrama-Gebirge		ca. 3/1934	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
124	File:ETH-BIB-Abessinier demonstrieren Wundbrennen für Kamera-Abessinienflug 1934-LBS MH02-22-1066.tif	Abessinier demonstrieren Wundbrennen für Kamera	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
125	File:ETH-BIB-Abessinier demonstrieren Wundbrennen für Kamera-Abessinienflug 1934-LBS MH02-22-1067.tif	Abessinier demonstrieren Wundbrennen für Kamera	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
126	File:ETH-BIB-Abessinier hinter Gebüsch-Abessinienflug 1934-LBS MH02-22-1059.tif	Abessinier hinter Gebüsch	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
127	File:ETH-BIB-Abessinier in Innenhof-Abessinienflug 1934-LBS MH02-22-0410.tif	Abessinier in Innenhof	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
128	File:ETH-BIB-Abessinier mit Kamera-Abessinienflug 1934-LBS MH02-22-1029.tif	Abessinier mit Kamera	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
129	File:ETH-BIB-Abessinier mit Maultier-Abessinienflug 1934-LBS MH02-22-0663.tif	Abessinier auf einer Strasse, Hochplateau der Shewa	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
130	File:ETH-BIB-Abessinier mit Maultier-Abessinienflug 1934-LBS MH02-22-0664.tif	Abessinier mit Maultier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
131	File:ETH-BIB-Abessinier mit Maultier-Abessinienflug 1934-LBS MH02-22-0686.tif	Abessinier mit Maultier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
132	File:ETH-BIB-Abessinier mit Messer in der Hand-Abessinienflug 1934-LBS MH02-22-1117.tif	Abessinier mit Messer in der Hand	ca. 2/1934	Addis Abeba	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
133	File:ETH-BIB-Abessinier mit Messer in der Hand-Abessinienflug 1934-LBS MH02-22-1118.tif	Abessinier mit Messer in der Hand	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
134	File:ETH-BIB-Abessinier neben Auto-Abessinienflug 1934-LBS MH02-22-0963.tif	Abessinier neben Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
135	File:ETH-BIB-Abessinier neben Auto-Abessinienflug 1934-LBS MH02-22-0964.tif	Abessinier neben Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
136	File:ETH-BIB-Abessinier neben Auto-Abessinienflug 1934-LBS MH02-22-0965.tif	Abessinier neben Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
137	File:ETH-BIB-Abessinier neben einem Auto-Abessinienflug 1934-LBS MH02-22-0284.tif	Abessinier neben einem Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
138	File:ETH-BIB-Abessinier neben einem Auto-Abessinienflug 1934-LBS MH02-22-0293.tif	Abessinier neben einem Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
139	File:ETH-BIB-Abessinier neben einem Auto-Abessinienflug 1934-LBS MH02-22-0294-A.tif	Abessinier neben einem Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
140	File:ETH-BIB-Abessinier posiert mit Maultier für Kamera-Abessinienflug 1934-LBS MH02-22-1106.tif	Abessinier posiert mit Maultier für Kamera	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
141	File:ETH-BIB-Abessinier und Mitreisende Mittelholzers-Abessinienflug 1934-LBS MH02-22-0384.tif	Abessinier und Mitreisende Mittelholzers	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
142	File:ETH-BIB-Abessinier und Reisebegleiter Mittelholzers vor Auto-Abessinienflug 1934-LBS MH02-22-0623.tif	Abessinier und Reisebegleiter Mittelholzers vor Auto	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
143	File:ETH-BIB-Abessinier und Soldaten, Besucherin-Abessinienflug 1934-LBS MH02-22-1009.tif	Abessinier und Soldaten, Besucherin	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
144	File:ETH-BIB-Abessinier vor Auto-Abessinienflug 1934-LBS MH02-22-0960.tif	Abessinier vor Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
145	File:ETH-BIB-Abessinier vor Auto-Abessinienflug 1934-LBS MH02-22-0961.tif	Abessinier vor Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
146	File:ETH-BIB-Abessinier vor Auto-Abessinienflug 1934-LBS MH02-22-0962.tif	Abessinier vor Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
147	File:ETH-BIB-Abessinier vor einer Kirche-Abessinienflug 1934-LBS MH02-22-0305.tif	Abessinier vor einer Kirche	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
148	File:ETH-BIB-Abessinier vor einer Strohhütte-Abessinienflug 1934-LBS MH02-22-0276.tif	Abessinier vor einer Strohhütte	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
149	File:ETH-BIB-Abessinier vor Gebäude-Abessinienflug 1934-LBS MH02-22-0589.tif	Abessinier vor Gebäude	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
150	File:ETH-BIB-Abessinier vor Hütte-Abessinienflug 1934-LBS MH02-22-0662.tif	Abessinier mit Maultier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
151	File:ETH-BIB-Abessinier vor Hütte-Abessinienflug 1934-LBS MH02-22-1148.tif	Abessinier vor Hütte	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
152	File:ETH-BIB-Abessinier vor Zug-Abessinienflug 1934-LBS MH02-22-0742.tif	Abessinier vor Zug	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
153	File:ETH-BIB-Abessinier zu Pferd-Abessinienflug 1934-LBS MH02-22-1154.tif	Abessinier zu Pferd	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
154	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0383.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
155	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0515.tif	Abessinier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
156	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0518.tif	Abessinier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
157	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0748.tif	Abessinier	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
158	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0760.tif	Abessinier beim Essen	ca. 3/1934	-	Fotografie : Negativ	-	-	-	Walter Mittelholzer
159	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0971.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
160	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0972.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
161	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0973.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
162	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0978.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
163	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0997.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
164	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0998.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
165	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-0999.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
166	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-1119.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
167	File:ETH-BIB-Abessinier-Abessinienflug 1934-LBS MH02-22-1153.tif	Abessinier	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
168	File:ETH-BIB-Abessinierin beim Wasser tragen-Abessinienflug 1934-LBS MH02-22-1149.tif	Abessinierin beim Wasser tragen	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
169	File:ETH-BIB-Abessinierin beim Wasser tragen-Abessinienflug 1934-LBS MH02-22-1150.tif	Abessinierin beim Wasser tragen	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
170	File:ETH-BIB-Abessinierin-Abessinienflug 1934-LBS MH02-22-0661.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
171	File:ETH-BIB-Abessinierin-Abessinienflug 1934-LBS MH02-22-0979.tif	Abessinierin	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
172	File:ETH-BIB-Abessinierin-Abessinienflug 1934-LBS MH02-22-0980.tif	Abessinierin	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
173	File:ETH-BIB-Abessinierin-Abessinienflug 1934-LBS MH02-22-0981.tif	Abessinierin	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
174	File:ETH-BIB-Abessinierin-Abessinienflug 1934-LBS MH02-22-0982.tif	Abessinierin	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
175	File:ETH-BIB-Abessinische Frau mit Kind-Abessinienflug 1934-LBS MH02-22-0763.tif	Abessinische Frau mit Kind	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
176	File:ETH-BIB-Abessinische Frau und Kinder-Abessinienflug 1934-LBS MH02-22-0762.tif	Abessinische Frau und Kinder	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
177	File:ETH-BIB-Abessinische Frau und zwei Männer-Abessinienflug 1934-LBS MH02-22-1082.tif	Abessinische Frau und zwei Männer	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
178	File:ETH-BIB-Abessinische Frau und zwei Männer-Abessinienflug 1934-LBS MH02-22-1083.tif	Abessinische Frau und zwei Männer	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
179	File:ETH-BIB-Abessinische Frau und zwei Reisebegleiter Mittelholzers-Abessinienflug 1934-LBS MH02-22-1085.tif	Abessinische Frau und zwei Reisebegleiter Mittelholzers	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
180	File:ETH-BIB-Abessinische Frau vor Hütte-Abessinienflug 1934-LBS MH02-22-1086.tif	Abessinische Frau vor Hütte	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
181	File:ETH-BIB-Abessinische Frau, abessinischer Mann-Abessinienflug 1934-LBS MH02-22-1079.tif	Abessinische Frau, abessinischer Mann	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
182	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-0669.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
183	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-0670.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
184	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-1078.tif	Abessinische Frau	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
185	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-1080.tif	Abessinische Frau	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
186	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-1081.tif	Abessinische Frau	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
187	File:ETH-BIB-Abessinische Frau-Abessinienflug 1934-LBS MH02-22-1084.tif	Abessinische Frau	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
188	File:ETH-BIB-Abessinische Jäger mit totem Rind-Abessinienflug 1934-LBS MH02-22-0758.tif	Abessinische Jäger mit totem Rind	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
189	File:ETH-BIB-Abessinische Kinder-Abessinienflug 1934-LBS MH02-22-0678.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
190	File:ETH-BIB-Abessinische Kinder-Abessinienflug 1934-LBS MH02-22-0679.tif	Abessinier vor Hütte	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
191	File:ETH-BIB-Abessinische Kinder-Abessinienflug 1934-LBS MH02-22-0977.tif	Abessinische Kinder	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
192	File:ETH-BIB-Abessinische Kinder-Abessinienflug 1934-LBS MH02-22-1156.tif	Abessinische Kinder	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
193	File:ETH-BIB-Abessinische Kinder-Abessinienflug 1934-LBS MH02-22-1157.tif	Abessinische Kinder	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
194	File:ETH-BIB-Abessinische Landschaft-Abessinienflug 1934-LBS MH02-22-0674.tif	Abessinische Kinder	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
195	File:ETH-BIB-Abessinische Landschaft-Abessinienflug 1934-LBS MH02-22-0675.tif	Abessinische Landschaft	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
196	File:ETH-BIB-Abessinische Landschaft-Abessinienflug 1934-LBS MH02-22-0746.tif	Abessinische Landschaft	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
197	File:ETH-BIB-Abessinische Lanzenreiter an Militärparade-Abessinienflug 1934-LBS MH02-22-0608.tif	Teilnehmer des Flugs mit Papa Goetz	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
198	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0711.tif	Abessinische Lanzenreiter an Militärparade	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
199	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0712.tif	Abessinische Musiker mit Streichinstrumenten	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
200	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0713.tif	Abessinische Musiker mit Streichinstrumenten	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
201	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0714.tif	Abessinische Musiker mit Streichinstrumenten	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
202	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0720.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
203	File:ETH-BIB-Abessinische Musiker mit Streichinstrumenten-Abessinienflug 1934-LBS MH02-22-0721.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
204	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0715.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
205	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0716.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
206	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0717.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
207	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0718.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
208	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0719.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
209	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0723.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
210	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0724.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
211	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0725.tif	Abessinische Musiker und Tänzer	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
212	File:ETH-BIB-Abessinische Musiker und Tänzer-Abessinienflug 1934-LBS MH02-22-0726.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
213	File:ETH-BIB-Abessinische Männer und Kinder-Abessinienflug 1934-LBS MH02-22-0455.tif	Abessinische Männer und Kinder	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 9 cm	9	6	Walter Mittelholzer
214	File:ETH-BIB-Abessinische Männern stehen um ein Auto-Abessinienflug 1934-LBS MH02-22-0309.tif	Abessinische Männern stehen um ein Auto	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
215	File:ETH-BIB-Abessinische Richter mit Gewehren-Abessinienflug 1934-LBS MH02-22-0593.tif	Abessinische Richter mit Gewehren	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
216	File:ETH-BIB-Abessinische Soldaten und Schweizer Kameramann-Abessinienflug 1934-LBS MH02-22-1005.tif	Abessinische Soldaten und Schweizer Kameramann	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
217	File:ETH-BIB-Abessinische Soldaten und Schweizer Kameramann-Abessinienflug 1934-LBS MH02-22-1006.tif	Abessinische Soldaten und Schweizer Kameramann	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
218	File:ETH-BIB-Abessinische Soldaten-Abessinienflug 1934-LBS MH02-22-0689.tif	Abessinische Soldaten	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
219	File:ETH-BIB-Abessinische Soldaten-Abessinienflug 1934-LBS MH02-22-1004.tif	-	ca. 2/1934	Äthiopien	Fotografie : Negativ	2,4 x 3,6 cm	3.6	2.4	-
220	File:ETH-BIB-Abessinische Soldaten-Abessinienflug 1934-LBS MH02-22-1010.tif	Abessinische Soldaten	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
221	File:ETH-BIB-Abessinische Würdenträger-Abessinienflug 1934-LBS MH02-22-0622.tif	Abessinische Würdenträger	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
222	File:ETH-BIB-Abessinischer Jüngling der Landschaft von Schoa-Abessinienflug 1934-LBS MH02-22-0286.tif	-	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
223	File:ETH-BIB-Abessinischer Jüngling, Landschaft von Schoa-Abessinienflug 1934-LBS MH02-22-0288.tif	Abessinischer Jüngling, Landschaft von Schoa	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
224	File:ETH-BIB-Abessinischer Knabe wird fotografiert-Abessinienflug 1934-LBS MH02-22-0307.tif	Abessinischer Knabe wird fotografiert	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
225	File:ETH-BIB-Abessinischer Knabe wird fotografiert-Abessinienflug 1934-LBS MH02-22-0308.tif	Abessinischer Knabe wird fotografiert	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
226	File:ETH-BIB-Abessinischer Knabe wird fotografiert-Abessinienflug 1934-LBS MH02-22-0310.tif	Abessinischer Knabe wird fotografiert	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
227	File:ETH-BIB-Abessinischer Knabe wird fotografiert-Abessinienflug 1934-LBS MH02-22-0311.tif	Abessinischer Knabe wird fotografiert	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
228	File:ETH-BIB-Abessinischer Knabe-Abessinienflug 1934-LBS MH02-22-0306.tif	Abessinischer Knabe	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
229	File:ETH-BIB-Abessinischer Leutnant-Abessinienflug 1934-LBS MH02-22-0610.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
230	File:ETH-BIB-Abessinischer Leutnant-Abessinienflug 1934-LBS MH02-22-0613.tif	Abessinischer Leutnant	ca. 3/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
231	File:ETH-BIB-Abessinischer Mann vor Gruppe mit Soldaten-Abessinienflug 1934-LBS MH02-22-0668.tif	-	ca. 3/1934	Äthiopien	Fotografie : Negativ	Spezialmass	-	-	Walter Mittelholzer
232	File:ETH-BIB-Abessinischer Mann-Abessinienflug 1934-LBS MH02-22-0291.tif	Abessinischer Mann	ca. 2/1934	Äthiopien	Fotografie : Negativ	6 x 6 cm	6	6	Walter Mittelholzer
233	File:ETH-BIB-Abessinischer Priester in Debre Libanos-Abessinienflug 1934-LBS MH02-22-1025.tif	Abessinischer Priester in Debre Libanos	ca. 2/1934	Äthiopien	Fotografie : Negativ	2.4 x 3.6 cm	3.6	2.4	Walter Mittelholzer
