id	fle	w	c	o	tot
18945	File:ETH-BIB-Islisberg-LBS H1-013659.tif	0	1	0	1
18946	File:ETH-BIB-Islisberg-LBS H1-019449.tif	0	1	0	1
18947	File:ETH-BIB-Islisberg-LBS H1-019450.tif	0	1	0	1
18941	File:ETH-BIB-Islisberg, Bonstetten-LBS H1-013657.tif	1	1	0	2
18942	File:ETH-BIB-Islisberg, Bonstetten-LBS H1-013658.tif	0	1	0	1
18954	File:ETH-BIB-Isola di Brissago, Villa-Inlandflüge-LBS MH03-0147.tif	0	1	0	1
18974	File:ETH-BIB-Istighofen, Ziegelei Istighofen-Inlandflüge-LBS MH03-0442.tif	0	1	0	1
18975	File:ETH-BIB-Istighofen, Ziegelei Istighofen-Inlandflüge-LBS MH03-0443.tif	0	1	0	1
18976	File:ETH-BIB-Istighofen, Ziegelei Istighofen-Inlandflüge-LBS MH03-0444.tif	0	1	0	1
19002	File:ETH-BIB-Itingen-LBS H1-012537.tif	0	1	0	1
19003	File:ETH-BIB-Itingen-LBS H1-023436.tif	0	1	0	1
19008	File:ETH-BIB-Ittingen, Kartause Ittingen, Warth-Weiningen-LBS H1-016225.tif	0	1	0	1
19007	File:ETH-BIB-Ittingen, Kartause Ittingen, Warth-Weiningen, Blick von Westen-LBS H1-016226.tif	0	1	0	1
19014	File:ETH-BIB-Izadkhast aus 200 m Höhe-Persienflug 1924-1925-LBS MH02-02-0177-AL-FL.tif	0	1	0	1
19015	File:ETH-BIB-Izadkhast aus 500 m Höhe-Persienflug 1924-1925-LBS MH02-02-0176-AL-FL.tif	1	1	0	2
19022	File:ETH-BIB-Jagdflugzeug über Dübendorf-Inlandflüge-LBS MH01-002533.tif	1	1	0	2
19023	File:ETH-BIB-Jagdgemeinschaft vor Autos-Kilimanjaroflug 1929-30-LBS MH02-07-0287.tif	0	1	0	1
19372	File:ETH-BIB-Jäger mit geschossenem Löwe-Kilimanjaroflug 1929-30-LBS MH02-07-0366.tif	0	1	0	1
19373	File:ETH-BIB-Jäger mit geschossenem Löwe-Kilimanjaroflug 1929-30-LBS MH02-07-0369.tif	0	2	0	2
19374	File:ETH-BIB-Jäger mit geschossenem Löwe-Kilimanjaroflug 1929-30-LBS MH02-07-0370.tif	0	2	0	2
19375	File:ETH-BIB-Jäger mit geschossener Löwin-Kilimanjaroflug 1929-30-LBS MH02-07-0365.tif	0	1	0	1
19376	File:ETH-BIB-Jäger mit geschossener Löwin-Kilimanjaroflug 1929-30-LBS MH02-07-0371.tif	0	2	0	2
19377	File:ETH-BIB-Jäger mit geschossener Pferdeantilope-Kilimanjaroflug 1929-30-LBS MH02-07-0367.tif	0	2	0	2
19026	File:ETH-BIB-Jakob Oberholzer 1862-1939-Dia 247-15636.tif	0	1	1	2
19027	File:ETH-BIB-Jakobiger in Richtung Gotthard, Reustal, Fellistock v. N. aus 3000 m-Inlandflüge-LBS MH01-005618.tif	0	1	0	1
19030	File:ETH-BIB-Jaun im Fang, Jauntal v. O. aus 2500 m-Inlandflüge-LBS MH01-004558.tif	0	1	0	1
19033	File:ETH-BIB-Jaunpass-LBS H1-024722.tif	0	1	0	1
19032	File:ETH-BIB-Jaunpass, Gantrisch, Obersimmental v. S. W. aus 2200 m-Inlandflüge-LBS MH01-004815.tif	0	1	0	1
19034	File:ETH-BIB-Jauntal, Stockhorn, Niesen, Dent du Bourgoz v. W. aus 2200 m-Inlandflüge-LBS MH01-004832.tif	0	1	0	1
19036	File:ETH-BIB-Jeep für Jagd-Kilimanjaroflug 1929-30-LBS MH02-07-0289.tif	0	1	0	1
19037	File:ETH-BIB-Jeep in der Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0293.tif	0	2	0	2
19038	File:ETH-BIB-Jeeps im Camp Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0498.tif	0	2	0	2
19039	File:ETH-BIB-Jegenstorf aus 300 m-Inlandflüge-LBS MH01-004296.tif	0	2	0	2
19040	File:ETH-BIB-Jegenstorf aus 300 m-Inlandflüge-LBS MH01-004298.tif	0	1	0	1
19041	File:ETH-BIB-Jegenstorf v. S. O. aus 400 m-Inlandflüge-LBS MH01-006001.tif	0	1	0	1
19043	File:ETH-BIB-Jeizinen (Gampel)-LBS H1-019049.tif	0	1	0	1
19042	File:ETH-BIB-Jeizinen (Gampel), Enggersch-LBS H1-019061.tif	0	1	0	1
19045	File:ETH-BIB-Jena-Zentrum-Inlandflüge-LBS MH01-006399.tif	0	1	0	1
19046	File:ETH-BIB-Jenaz v. O. aus 500 m-Inlandflüge-LBS MH01-003871.tif	0	1	0	1
19047	File:ETH-BIB-Jenins v. S. W. aus 400 m-Inlandflüge-LBS MH01-003832.tif	0	1	0	1
19051	File:ETH-BIB-Jenins-LBS H1-010090.tif	0	1	0	1
19052	File:ETH-BIB-Jenins-LBS H1-017131.tif	0	1	0	1
19053	File:ETH-BIB-Jenins-LBS H1-017134.tif	0	1	0	1
19048	File:ETH-BIB-Jenins, Blick Norden Falknis-LBS H1-017132.tif	0	1	0	1
19049	File:ETH-BIB-Jenins, Blick Norden Falknis-LBS H1-017133.tif	0	1	0	1
19050	File:ETH-BIB-Jenins, Fläscher, Berg, Maienfeld-LBS H1-017120.tif	0	1	0	1
19096	File:ETH-BIB-Jerusalem, Mariengrab-Dia 247-F-00650.tif	1	0	0	1
19119	File:ETH-BIB-Jochpass-LBS H1-011291.tif	0	1	0	1
19116	File:ETH-BIB-Jochpass, Engelberg, Wendenstöcke-LBS H1-011293.tif	0	1	0	1
19117	File:ETH-BIB-Jochpass, Restaurant Jochpass, Engelberg-LBS H1-011292.tif	0	1	0	1
19118	File:ETH-BIB-Jochpass, Wendenstöcke, Engelberg-LBS H1-011290.tif	0	1	0	1
19120	File:ETH-BIB-Joglland, Wien-Graz-LBS H1-020432.tif	0	1	0	1
19121	File:ETH-BIB-Joglland, Wien-Graz-LBS H1-020433.tif	0	1	0	1
19128	File:ETH-BIB-Jona, ehemalige Villa Bebjer, jetzt Gästehaus "Gubel" des Migros Genossenschaftsbundes-LBS H1-011164.tif	0	1	0	1
19129	File:ETH-BIB-Jona, Gemeinde-Inlandflüge-LBS MH03-0463.tif	0	1	0	1
19130	File:ETH-BIB-Jona, Schulhaus-Inlandflüge-LBS MH03-0462.tif	0	1	0	1
19131	File:ETH-BIB-Jona, Seidenweberei Schwarz, Ansicht von Osten-Inlandflüge-LBS MH03-1653.tif	0	1	0	1
19132	File:ETH-BIB-Jona, Spinnerei Gebrüder Braendlin-Inlandflüge-LBS MH03-1477.tif	0	1	0	1
19136	File:ETH-BIB-Jonen-LBS H1-013665.tif	0	1	0	1
19137	File:ETH-BIB-Jonen-LBS H1-013666.tif	0	1	0	1
19138	File:ETH-BIB-Jonen-LBS H1-015554.tif	0	1	0	1
19139	File:ETH-BIB-Jonen-LBS H1-015555.tif	0	1	0	1
19140	File:ETH-BIB-Jonen-LBS H1-015556.tif	0	1	0	1
19150	File:ETH-BIB-Jonschwil (Toggenburg) v. W. aus 300 m-Inlandflüge-LBS MH01-001923.tif	0	1	0	1
19153	File:ETH-BIB-Jonschwil-LBS H1-014502.tif	0	1	0	1
19154	File:ETH-BIB-Jonschwil-LBS H1-014503.tif	0	1	0	1
19151	File:ETH-BIB-Jonschwil, Bazenheid-LBS H1-017465.tif	0	1	0	1
19378	File:ETH-BIB-Jöriflesspass, Flüela-Wisshorn, Bernina, Piz Vadret-Inlandflüge-LBS MH01-004989.tif	0	2	0	2
19161	File:ETH-BIB-Juchlipass, Engelberg, Trüebsee, Uri Rotstockkette v. W. aus 4000 m-Inlandflüge-LBS MH01-002456.tif	0	1	0	1
19162	File:ETH-BIB-Juckern, Blitterswil (Tösstal) v. S. aus 1000 m-Inlandflüge-LBS MH01-002548.tif	0	1	0	1
19171	File:ETH-BIB-Julier, Piz Güglia, Piz Julier, Val Bevers. Monte della Disgrazia v. N. aus 3200 m-Inlandflüge-LBS MH01-000886.tif	0	1	0	1
19172	File:ETH-BIB-Julier, Piz Ot, Piz Lagrev, Val Bevers, Monte Disgrazia v. N. aus 3500 m-Inlandflüge-LBS MH01-000882.tif	0	1	0	1
19179	File:ETH-BIB-Julierpass, Blick nach ESE, Piz Lagrev-LBS H1-018094.tif	0	1	0	1
19180	File:ETH-BIB-Julierpass, Blick nach Nordost, Piz Julier-LBS H1-018092.tif	0	1	0	1
19181	File:ETH-BIB-Julierpass, Blick nach Nordosten, Piz Julier-LBS H1-018091.tif	0	1	0	1
19182	File:ETH-BIB-Julierpass, Blick Osten, Piz Julier-LBS H1-018093.tif	0	1	0	1
19183	File:ETH-BIB-Julierpass, Hospiz-LBS H1-011608.tif	0	1	0	1
19184	File:ETH-BIB-Julierstasse-Inlandflüge-LBS MH01-008070.tif	0	1	0	1
19185	File:ETH-BIB-Julierstrasse, Hospitz, Piz Polaschin, Piz Lagrev, Piz Plata, Piz Forbisch-Inlandflüge-LBS MH01-007877.tif	0	1	0	1
19186	File:ETH-BIB-Julierstrasse, Piz Polaschin v. O. aus 4000 m-Inlandflüge-LBS MH01-007862.tif	0	1	0	1
19194	File:ETH-BIB-Junge vor Hütte im Camp Serengeti-Kilimanjaroflug 1929-30-LBS MH02-07-0485.tif	0	1	0	1
19198	File:ETH-BIB-Junges Waikoma-Mädchen-Kilimanjaroflug 1929-30-LBS MH02-07-0030.tif	0	2	0	2
19205	File:ETH-BIB-Jungfrau v. S. O. aus 5000 m-Inlandflüge-LBS MH01-001001.tif	0	2	0	2
19247	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-06A-21.tif	0	1	0	1
19248	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-10-21.tif	0	1	0	1
19249	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-10-23.tif	0	1	0	1
19250	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-12-11.tif	0	1	0	1
19251	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-12-12.tif	0	1	0	1
19252	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-12-13.tif	0	1	0	1
19253	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-12-14.tif	0	1	0	1
19254	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-17-08.tif	0	1	0	1
19255	File:ETH-BIB-Jungfrau-Inlandflüge-LBS MH05-17-09.tif	0	1	0	1
19256	File:ETH-BIB-Jungfrau-LBS H1-012048.tif	0	1	0	1
19257	File:ETH-BIB-Jungfrau-LBS H1-019578.tif	0	1	0	1
19258	File:ETH-BIB-Jungfrau-LBS H1-020249.tif	0	1	0	1
19259	File:ETH-BIB-Jungfrau-LBS H1-020250.tif	0	1	0	1
19260	File:ETH-BIB-Jungfrau-LBS H1-020251.tif	0	1	0	1
19261	File:ETH-BIB-Jungfrau-LBS H1-020252.tif	0	1	0	1
19262	File:ETH-BIB-Jungfrau-LBS H1-020253.tif	0	1	0	1
19207	File:ETH-BIB-Jungfrau, Aletschhorn v. N. aus 4300 m-Inlandflüge-LBS MH01-006596.tif	0	1	0	1
19208	File:ETH-BIB-Jungfrau, Alteschhorn, Nesthorn v. N. aus 4500 m-Inlandflüge-LBS MH01-000471.tif	0	1	0	1
19210	File:ETH-BIB-Jungfrau, Blick nach Südosten (SE), Dreieckhorn-LBS H1-012838.tif	0	1	0	1
19212	File:ETH-BIB-Jungfrau, Breithorn-Inlandflüge-LBS MH01-007576.tif	0	1	0	1
19213	File:ETH-BIB-Jungfrau, Eggishorn, Aletschhorn v. N. aus 4600 m-Inlandflüge-LBS MH01-000478.tif	0	1	0	1
19214	File:ETH-BIB-Jungfrau, Eiger v. S. W. aus 4300 m-Inlandflüge-LBS MH01-006448.tif	0	1	0	1
19215	File:ETH-BIB-Jungfrau, Eiger, Mönch v. N. W. aus 3500 m-Inlandflüge-LBS MH01-004320.tif	0	1	0	1
19216	File:ETH-BIB-Jungfrau, Eiskaskaden aus den Karkesseln der Nordwand, links der Aletschgletscher v. N. aus 5000 m-Inlandflüge-LBS MH01-001221.tif	0	1	0	1
19217	File:ETH-BIB-Jungfrau, Giesen, Gletscher v. N. aus 4100 m-Inlandflüge-LBS MH01-006219.tif	0	1	0	1
19218	File:ETH-BIB-Jungfrau, Giesen, Gletscher v. N. aus 4100 m-Inlandflüge-LBS MH01-006220.tif	0	1	0	1
19220	File:ETH-BIB-Jungfrau, Giessengletscher-LBS H1-020587.tif	0	1	0	1
19219	File:ETH-BIB-Jungfrau, Giessengletscher, Aletschhorn v. N. aus 5000 m-Inlandflüge-LBS MH01-001220.tif	0	1	0	1
19221	File:ETH-BIB-Jungfrau, Gletscherhorn v. N. aus 5000 m-Inlandflüge-LBS MH01-001223.tif	0	1	0	1
19222	File:ETH-BIB-Jungfrau, Gletschherhorn, Äbeni v. N. aus 5000 m-Inlandflüge-LBS MH01-001222.tif	0	1	0	1
19226	File:ETH-BIB-Jungfrau, Krausberg, Jungfraujoch v. S. O. aus 4500 m-Inlandflüge-LBS MH01-006451.tif	0	1	0	1
19227	File:ETH-BIB-Jungfrau, Kühlauengletscher v. N. aus 4000 m-Inlandflüge-LBS MH01-000400.tif	0	1	0	1
19228	File:ETH-BIB-Jungfrau, Lauteraarhorn, Breithorn, Tschingelgletscher v. O, aus 5000 m-Inlandflüge-LBS MH01-000470.tif	0	1	0	1
19229	File:ETH-BIB-Jungfrau, Mönch, Breithorn-Inlandflüge-LBS MH01-007582.tif	0	1	0	1
19230	File:ETH-BIB-Jungfrau, Mönch, Eiger, Finsteraarhorn v. W. aus 5000 m-Inlandflüge-LBS MH01-001225.tif	0	1	0	1
19231	File:ETH-BIB-Jungfrau, Mönch, Finsteraarhorn v. W. aus 5000 m-Inlandflüge-LBS MH01-001228.tif	0	1	0	1
19232	File:ETH-BIB-Jungfrau, Mönch, Gletscherhorn, Jungfraufirn, Eiger v. S. aus 4500 m-Inlandflüge-LBS MH01-001004.tif	0	1	0	1
19233	File:ETH-BIB-Jungfrau, Mönch, Konkordiaplatz v. N. aus 4500 m-Inlandflüge-LBS MH01-000483.tif	0	1	0	1
19234	File:ETH-BIB-Jungfrau, Mönch, Schreckhorn v. W. aus 4500 m-Inlandflüge-LBS MH01-000473-AL.tif	0	1	0	1
19235	File:ETH-BIB-Jungfrau, Nordwestgrad, Gspaltenhorn v. N. W. aus 4000 m-Inlandflüge-LBS MH01-000290.tif	0	1	0	1
19236	File:ETH-BIB-Jungfrau, Rottal v. W.-Inlandflüge-LBS MH01-005149.tif	0	1	0	1
19237	File:ETH-BIB-Jungfrau, Rottalhorn mit Flugzeug v. S.-Inlandflüge-LBS MH01-001229.tif	0	1	0	1
19238	File:ETH-BIB-Jungfrau, Rottalhorn v. O. aus 4500 m-Inlandflüge-LBS MH01-001000.tif	0	1	0	1
19240	File:ETH-BIB-Jungfrau, Rottalsattel v. S. S. O. aus 4000 m-Inlandflüge-LBS MH01-001002.tif	0	1	0	1
19241	File:ETH-BIB-Jungfrau, Schneehorn, Silberhorn v. N. aus 3500 m-Inlandflüge-LBS MH01-005158.tif	0	1	0	1
19242	File:ETH-BIB-Jungfrau, Sefinental v. S. O. aus 5000 m-Inlandflüge-LBS MH01-001224.tif	0	1	0	1
19243	File:ETH-BIB-Jungfrau, Silberhorn v. O. aus 4300 m-Inlandflüge-LBS MH01-006449.tif	0	1	0	1
19244	File:ETH-BIB-Jungfrau, Silberhorn, Rottalhorn, Gspalthorn, Breithorn, Walliseralpen-Inlandflüge-LBS MH01-007612.tif	0	1	0	1
19245	File:ETH-BIB-Jungfrau, Silberhorn, Walliseralpen-Inlandflüge-LBS MH01-007613.tif	0	1	0	1
19264	File:ETH-BIB-Jungfraugebiet, Walliseralpen aus 4800 m-Inlandflüge-LBS MH01-007637.tif	0	1	0	1
19265	File:ETH-BIB-Jungfraugipfel und -nordwand im Vordergrund, darüber das Finsteraarhorn v. N. W. aus 4500 m-Inlandflüge-LBS MH01-000474.tif	0	1	0	1
19267	File:ETH-BIB-Jungfraujoch v. Nord-West-LBS H1-020586.tif	0	1	0	1
19268	File:ETH-BIB-Jungfraujoch v. S. aus 4500 m-Inlandflüge-LBS MH01-000998.tif	0	1	0	1
19329	File:ETH-BIB-Jungfraujoch-LBS H1-020254.tif	0	1	0	1
19330	File:ETH-BIB-Jungfraujoch-LBS H1-020255.tif	0	1	0	1
19275	File:ETH-BIB-Jungfraujoch, Blick nach Südosten (SE), Gross Wannenhorn-LBS H1-012835.tif	0	1	0	1
19276	File:ETH-BIB-Jungfraujoch, Blick nach Südosten (SE), Konkordiaplatz-LBS H1-012836.tif	0	1	0	1
19282	File:ETH-BIB-Jungfraujoch, Jungfrau-Inlandflüge-LBS MH05-06A-20.tif	0	1	0	1
19291	File:ETH-BIB-Jungfraujoch, Mönch-Inlandflüge-LBS MH05-10-22.tif	0	1	0	1
19292	File:ETH-BIB-Jungfraujoch, Mönch-LBS H1-025683.tif	0	1	0	1
19300	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-10.tif	0	1	0	1
19301	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-11.tif	0	1	0	1
19302	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-12.tif	0	1	0	1
19303	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-13.tif	0	1	0	1
19304	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-14.tif	0	1	0	1
19305	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-15.tif	0	1	0	1
19306	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-16.tif	0	1	0	1
19307	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-17.tif	0	1	0	1
19308	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-18.tif	0	1	0	1
19309	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-19.tif	0	1	0	1
19310	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-20.tif	0	1	0	1
19311	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-21.tif	0	1	0	1
19312	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-22.tif	0	1	0	1
19313	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-23.tif	0	1	0	1
19314	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-24.tif	0	1	0	1
19315	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-25.tif	0	1	0	1
19316	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-26.tif	0	1	0	1
19317	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-27.tif	0	1	0	1
19318	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-28.tif	0	1	0	1
19319	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-29.tif	0	1	0	1
19320	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-30.tif	0	1	0	1
19321	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-31.tif	0	1	0	1
19322	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-32.tif	0	1	0	1
19323	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-33.tif	0	1	0	1
19324	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-34.tif	0	1	0	1
19325	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-35.tif	0	1	0	1
19326	File:ETH-BIB-Jungfraujoch, Segelfluglager, General Milch-Inlandflüge-LBS MH05-62-36.tif	0	1	0	1
19333	File:ETH-BIB-Junkers A 20 bei Kharata (Aleppo)-Persienflug 1924-1925-LBS MH02-02-0015-AL-FL.tif	0	1	0	1
19334	File:ETH-BIB-Junkers A 20 bei Marina di Pisa-Persienflug 1924-1925-LBS MH02-02-0001-AL-FL.tif	1	3	0	4
19335	File:ETH-BIB-Junkers A 20 im Hafen von Pyräus-Persienflug 1924-1925-LBS MH02-02-0005-AL-FL.tif	0	1	0	1
19338	File:ETH-BIB-Junkers F.13 (R-RECI) über Teheran aus 1000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0088-AL-FL.tif	0	3	0	3
19339	File:ETH-BIB-Junkers F.13 (R-RECI) über Teheran aus 1000 m Höhe-Persienflug 1924-1925-LBS MH02-02-0089-AL-FL.tif	6	3	0	9
19340	File:ETH-BIB-Junkers F.13 (R-RECI) über Teheran-Persienflug 1924-1925-LBS MH02-02-0090-AL-FL.tif	7	5	6	18
19341	File:ETH-BIB-Junkers G 24, A-100 auf dem Flugplatz bei Salzburg-Weitere-LBS MH02-18-0020.tif	2	3	0	5
19342	File:ETH-BIB-Junkers Spitzbergen Expedition, Aufnahme mit Goerz Kamera und Goerz Dogmar 1-4,5-Spitzbergenflug 1923-LBS MH02-01-0082.tif	0	1	0	1
19344	File:ETH-BIB-Junkers über Arni, Lunkhofen v. O.-Inlandflüge-LBS MH01-004603.tif	0	2	0	2
19345	File:ETH-BIB-Junkers über Birmensdorf, Dietikon, Lägern v. S. S. O. aus 600 m-Inlandflüge-LBS MH01-004774.tif	0	1	0	1
19346	File:ETH-BIB-Junkers über Uitikon-Waldegg, Dietikon, Altberg, Lägern v. S. O. aus 800 m-Inlandflüge-LBS MH01-004602.tif	0	1	0	1
19347	File:ETH-BIB-Junkers über Zürich-Oberstrass-Inlandflüge-LBS MH01-004776.tif	0	1	0	1
19348	File:ETH-BIB-Junkers über Zürichsee, Pfannenstielkette-Inlandflüge-LBS MH01-004773.tif	0	1	0	1
19352	File:ETH-BIB-Jura Felsen bei Welschenrohr-LBS H1-019757.tif	0	1	0	1
19353	File:ETH-BIB-Jura, Berneralpen-LBS H1-015940-AL.tif	0	1	0	1
19364	File:ETH-BIB-Juralandschaft bei La Chaux-de-Fonds-LBS H1-013547.tif	0	1	0	1
19366	File:ETH-BIB-Juralandschaft, Montagnes-LBS H1-014873.tif	0	1	0	1
19380	File:ETH-BIB-Jützalp, Panixerpass-LBS H1-019978.tif	0	1	0	1
19381	File:ETH-BIB-Jützalp, Panixerpass-LBS H1-019979.tif	0	1	0	1
19382	File:ETH-BIB-Jützalp, Panixerpass-LBS H1-019980.tif	0	1	0	1
19383	File:ETH-BIB-Jützalp, Panixerpass-LBS H1-019981.tif	0	1	0	1
19384	File:ETH-BIB-Kab Juby- kurzer Zwischenhalt des Postflugzeuges der "Aeropostale"-Tschadseeflug 1930-31-LBS MH02-08-1084.tif	1	0	0	1
19385	File:ETH-BIB-Kab Juby- mit Hilfe der spanischen Soldaten und ihres Raupenautomobils ziehen wir unseren Fokker in die sandgeschützte Flughalle-Tschadseeflug 1930-31-LBS MH02-08-1072.tif	1	0	0	1
19386	File:ETH-BIB-Kab Juby. Mit Hilfe der spanischen Soldaten und ihres Raupenautomobils ziehen wir unseren Fokker in die sandgeschützte Flughalle.-Tschadseeflug 1930-31-LBS MH02-08-1071.tif	1	0	0	1
19391	File:ETH-BIB-Kaien, Rehetobel-LBS H1-023723.tif	1	1	0	2
19392	File:ETH-BIB-Kaien, Wald, Gäbris, Säntis v. N. aus 1200 m-Inlandflüge-LBS MH01-004227.tif	0	1	0	1
19395	File:ETH-BIB-Kairo aus 800 m Höhe-Kilimanjaroflug 1929-30-LBS MH02-07-0012.tif	0	1	0	1
19397	File:ETH-BIB-Kairo-Kilimanjaroflug 1929-30-LBS MH02-07-0444.tif	1	2	0	3
19398	File:ETH-BIB-Kairo-Kilimanjaroflug 1929-30-LBS MH02-07-0445.tif	0	2	0	2
19396	File:ETH-BIB-Kairo, in der Moschee El Tulum-Kilimanjaroflug 1929-30-LBS MH02-07-0010.tif	0	2	0	2
19432	File:ETH-BIB-Kaiser Haile Selassie I. zu Pferd an einer Parade-Abessinienflug 1934-LBS MH02-22-0402.tif	1	1	0	2
19440	File:ETH-BIB-Kaiseraugst v. S. aus 500 m-Inlandflüge-LBS MH01-002848.tif	1	1	0	2
19444	File:ETH-BIB-Kaiseraugst-LBS H1-012585.tif	0	1	0	1
19445	File:ETH-BIB-Kaiseraugst-LBS H1-013317.tif	0	1	0	1
19446	File:ETH-BIB-Kaiseraugst-LBS H1-014962.tif	0	1	0	1
19447	File:ETH-BIB-Kaiseraugst-LBS H1-023445.tif	0	1	0	1
19448	File:ETH-BIB-Kaisergebirge, Blickrichtung Süd-Süd-Ost (SSE)-Inlandflüge-LBS MH01-007453.tif	0	1	0	1
19450	File:ETH-BIB-Kaiserpalast, "der grosse Gibi" aus der Luft-Abessinienflug 1934-LBS MH02-22-0222.tif	1	0	0	1
19451	File:ETH-BIB-Kaiserstock und Rigi, Rossberg, Mythen, Anflug von Südosten über Klausenpass-Inlandflüge-LBS MH01-007577.tif	3	1	0	4
19452	File:ETH-BIB-Kaiserstockkette, Muotathal v. S. aus 3600 m-Inlandflüge-LBS MH01-000186.tif	0	1	0	1
19453	File:ETH-BIB-Kaiserstuhl aus 200 m-Inlandflüge-LBS MH01-004600.tif	0	1	0	1
19454	File:ETH-BIB-Kaiserstuhl aus 300 m-Inlandflüge-LBS MH01-004528.tif	0	1	0	1
19455	File:ETH-BIB-Kaiserstuhl aus 300 m-Inlandflüge-LBS MH01-004599.tif	0	1	0	1
19463	File:ETH-BIB-Kaiserstuhl-LBS H1-009519.tif	0	1	0	1
19464	File:ETH-BIB-Kaiserstuhl-LBS H1-010783.tif	0	1	0	1
19465	File:ETH-BIB-Kaiserstuhl-LBS H1-010784.tif	0	1	0	1
19466	File:ETH-BIB-Kaiserstuhl-LBS H1-012871.tif	0	1	0	1
19467	File:ETH-BIB-Kaiserstuhl-LBS H1-014957.tif	0	1	0	1
19468	File:ETH-BIB-Kaiserstuhl-LBS H1-022272.tif	0	1	0	1
19457	File:ETH-BIB-Kaiserstuhl, Hohentengen, Deutschland v. S. W. aus 500 m-Inlandflüge-LBS MH01-005844.tif	0	1	0	1
19458	File:ETH-BIB-Kaiserstuhl, Lungerersee v. S. W. aus 1600 m-Inlandflüge-LBS MH01-004928.tif	0	1	0	1
19460	File:ETH-BIB-Kaiserstuhl, Weiach-LBS H1-014958.tif	0	1	0	1
19494	File:ETH-BIB-Kaisten-LBS H1-013824.tif	0	1	0	1
19495	File:ETH-BIB-Kaisten-LBS H1-015044.tif	0	1	0	1
19496	File:ETH-BIB-Kaisten-LBS H1-015045.tif	0	1	0	1
19487	File:ETH-BIB-Kaisten, Ciba-Geigy-LBS H1-028555.tif	0	1	0	1
19488	File:ETH-BIB-Kaisten, Ciba-Geigy-LBS H1-028556.tif	0	1	0	1
19492	File:ETH-BIB-Kaisten, Laufenburg-Inlandflüge-LBS MH01-002643.tif	0	1	0	1
19493	File:ETH-BIB-Kaisten, Laufenburg-Inlandflüge-LBS MH01-002644.tif	0	1	0	1
19502	File:ETH-BIB-Kalkkögel, Unterbergtal-LBS H1-020210.tif	0	1	0	1
19516	File:ETH-BIB-Kallnach-LBS H1-012233.tif	0	1	0	1
